,Title,Lyrics,Unnamed: 0
68,Die Young,"



Gather the wind
Though the wind won't help you fly at all
Your back's to the wall
Chain the sun and it tears away
And it breaks you as you run, you run, you run

Behind the smile there's danger and a promise to be told
You'll never get old
Life's fantasy, to be locked away
And still to think you're free, you're free, we're free

So live for today
Tomorrow never comes

Die young, die young
Can't you see the writing in the air
Die young, gonna die young
Someone stopped the fair

Gather the wind
Though the wind won't help you fly at all
Your back's to the wall
Chain the sun and it tears away
And it breaks you as you run, you run, you run

So live for today
Tomorrow never comes

Die young, young
Die young, die young
Die young, die young, young
Die young, die young, die young, die young, die young!


",5.0
69,Walk Away,"



Lord she's handsome as she flows across the floor
Nothing I've seen in my life has ever pleased me more
She's got the look of freedom, and it makes you think she's wild
But I can see right through it all, it's the way to have a child
Oh, walk away
She's looking to love you
There's nothing to say
Just turn your head and walk away
Walk away, walk on
She moves in sunlight, never seen the night at all
Like a star in the midnight sky, burns before it falls
I've never been lonely, and I can't imagine why
Maybe she could be the one to tell me, I guess it's do or die
Can't see her fire
But I can feel her heat, all right!
It's rising higher
I'm walking the wire
Walk on by!
Oh! Walk away!
She's looking to love you
There's nothing to say
Just turn your head and walk away
Oh, walk on by, walk away!
Walk on!
You'll feel her fire, she'll lift you higher
But don't be fooled! Just turn your head and walk away!


",6.0
70,Lonely Is The Word,"



It's a long way to nowhere
And I'm leaving very soon
On the way we pass so close
To the back side of the moon
Hey join the traveler if you got nowhere to go
Hang your head and take my hand
It's the only road I know

Oh! Lonely is the word, yeah yeah yeah!

I've been higher than stardust
I've been seen upon the sun
I used to count in millions then
But now I only count in one
Come on, join the traveler
If you got nowhere to go
Hang your head and take my hand
It's the only road I know

Yeah, Lonely is the word
Got to be the saddest song I ever heard

Yeah, Lonely is the name
Maybe life's a losing game


",7.0
71,Sweet Leaf,"



Alright now!
Won't you listen?

When I first met you didn't realize
I can't forget you for your surprise
You introduced me to my mind
And left me wanting you and your kind
Oh yeah!

I love you oh you know it

My life was empty forever on a down
Until you took me showed me around
My life is free now my life is clear
I love you sweet leaf though you can't hear
Oh yeah baby!

Come on now try it out

Straight people don't know what you're about
They put you down and shut you out
You gave to me a new belief
And soon the world will love you sweet leaf
Oh yeah baby


",0.0
72,After Forever,"



Have you ever thought about your soul - can it be saved?
Or perhaps you think that when you're dead you just stay in your grave
Is God just a thought within your head or is he a part of you?
Is Christ just a name that you read in a book when you were in school?

When you think about death do you lose your breath or do you keep your cool?
Would you like to see the Pope on the end of a rope - do you think he's a fool?
Well I have seen the truth, yes I've seen the light and I've changed my ways
And I'll be prepared when you're lonely and scared at the end of our days

Could it be you're afraid of what your friends might say
If they knew you believe in God above?
They should realize before they criticize
that God is the only way to love

Is your mind so small that you have to fall
In with the pack wherever they run
Will you still sneer when death is near
And say they may as well worship the sun?

I think it was true it was people like you that crucified Christ
I think it is sad the opinion you had was the only one voiced
Will you be so sure when your day is near, say you don't believe?
You had the chance but you turned it down, now you can't retrieve

Perhaps you'll think before you say that God is dead and gone
Open your eyes, just realize that he's the one
The only one who can save you now from all this sin and hate
Or will you still jeer at all you hear? Yes! I think it's too late.


",1.0
73,Children Of The Grave,"



Revolution in their minds - the children start to march
Against the world in which they have to live
And all the hate that's in their hearts
They're tired of being pushed around
And told just what to do
They'll fight the world until they've won
And love comes flowing through

Children of tomorrow live in the tears that fall today
Will the sunrise of tomorrow bringing peace in any way?
Must the world live in the shadow of atomic fear?
Can they win the fight for peace or will they disappear?

So you children of the world
Listen to what I say
If you want a better place to live in
Spread the word today
Show the world that love is still alive
You must be brave
Or you children of today are
Children of the Grave, Yeah!


",2.0
74,Lord Of This World,"



You're searching for your mind don't know where to start
Can't find the key to fit the lock on your heart
You think you know but you are never quite sure
Your soul is ill but you will not find a cure.

Your world was made for you by someone above
But you choose evil ways instead of love.
You made me master of the world where you exist
The soul I took from you was not even missed, yeah.

Lord of this world
Evil possessor
Lord of this world
He's your confessor now!

You think you're innocent you've nothing to fear
You don't know me, you say, but isn't it clear?
You turn to me in all your worldly greed and pride
But will you turn to me when it's your turn to die, yeah?


",3.0
75,Solitude,"



My nameâit means nothing.
My fortune is less.
My future is shrouded
In dark wilderness.

Sunshine is far away.
Clouds linger on.
Everything I possessedâ
Now they are gone.
They are gone.
They are gone.

Oh, where can I go to
And what can I do?
Nothing can please me.
Only thoughts are of you.

You just laughed
When I begged you to stay.
I've not stopped crying
Since you went away.
You went away.
You went away.

The world is a lonely place.
You're on your own.
Guess I will go home,
Sit down and moan.

Crying and thinking
Is all that I do.
Memories I have
Remind me of you.
Of you.
Of you.


",4.0
76,Into The Void,"



Rocket engines burning fuel so fast
Up into the night sky they blast
Through the universe the engines whine
Could it be the end of man and time?
Back on earth the flame of life burns low
Everywhere is misery and woe
Pollution kills the air, the land and sea
Man prepares to meet his destiny, yeah

Rocket engines burning fuel so fast
Up into the black sky so vast
Burning metal through the atmosphere
Earth remains in worry, hate and fear
With the hateful battles raging on
Rockets flying to the glowing sun
Through the empires of eternal void
Freedom from the final suicide

Freedom fighters sent out to the sun
Escape from brainwashed minds and pollution
Leave the earth to all its sin and hate
Find another world where freedom waits

Past the stars in fields of ancient void
Through the shields of darkness where they find
Love upon a land a world unknown
Where the sons of freedom make their home
Leave the earth to Satan and his slaves
Leave them to their future in their grave
Make a home where love is there to stay
Peace and happiness in every day


",5.0
77,Turn Up The Night,"



A rumble of thunder, I'm suddenly under your spell
No rhyme or reason, or time of the season, but oh well
The darkened deliver, I shake and I shiver down your soul
You know what to cover, I think for another it's a story told
So get a good hold, yeah

Regiment fooled you, you thought that you knew who you are
A simple equation, that's the relation, but that's gone too far
A time of suspicion, a special condition that we all know
So let it all go!

Turn up the night!
Turn up the night!
Turn up the night, it feels so right!

Nighttime sorrow, taken like a pain
Black will not become a white, it's all the same
Evil lurks in twilight, dances in the dark
Makes you need the movement, like a fire needs a spark to burn!

A rumble of thunder, I'm suddenly under your spell
No rhyme or reason, or time of the season, but oh well
The darkened deliver, I shake and I shiver down your soul
So get a good hold, yeah

Turn up the night!
Turn up the night!
Turn up the night, it feels so right!
Turn up the night!
Turn up the night!
If it feels right
Turn off the light!
Turn up the night!


",0.0
78,Voodoo,"



Say you don't know me, you'll burn
You can refuse, but you'll lose, it's by me
Say you don't want me, you'll learn
Nothin' you do will be new, 'cause I'm through

Call me a liar, you knew
You were a fool, but that's cool, it's all right
Call me the Devil, it's true
Some can't accept but I crept inside you

So if a stranger calls you
Don't let him whisper his name
'Cause it's Voodoo, oh!

Fade into shadow, you'll burn
Your fortune is free, I can see it's no good
Never look back, never turn
It's a question of time 'till your mine and you learn

So if a stranger sees you
Don't look in his eyes
'Cause he's Voodoo!

Say you don't know me, you'll burn
You can refuse, but you'll lose, it's by me
Say you don't want me, you'll learn
Nothin' you do will be new, 'cause I'm through

Voodoo!

Bring me your children, they'll burn!
Never look back, never turn!
Cry me a river, you'll learn Voodoo!!


",1.0
79,The Sign Of The Southern Cross,"



If there isn't light when no one sees
Then how can I know what you might believe?
A story told that can't be real
Somehow must reflect the truth we feel, yeah

Fade away, fade away
Vanish into small
Fade away, fade away
Break the crystal ball 
Oh

It's the sign
Feels like the time!

On a small world, west of wonder
Somewhere, nowhere all
There's a rainbow that will shimmer
When the summer falls
If an echo doesn't answer
When it hears a certain sound
Then the beast is free to wander
But never is seen around

And it's the Sign of the Southern Cross
It's the Sign of the Southern Cross
All right
Sail away
To the sign
Oh

From the book, the word is spoken
Whispers from forgotten song
Gather all around the young ones
They will make us strong
Reach above your dreams of pleasure
Give a life to those who died
Look beyond your own horizons
Sail the ship of sighs

And it's the Sign of the Southern Cross
It's the Sign of the Southern Cross
Fade away, fade away
Break the crystal ball
Fade away, fade away
I can't accept it anymore

On a real world, west of wonder
Somewhere, nowhere all
There's a rainbow, see it shimmer
When the summer falls
From the book, the word is spoken
Whispers from forgotten song
Gather all around the young ones
They will make us strong!

It's the Sign of the Southern Cross
It's the Sign of the Southern Cross

Don't live for pleasure
Make life your treasure
Fade away!
Eight miles high, about to fall
And no one there to catch you
Look for the sign, the time
The Sign of the Southern Cross, yeah


",2.0
80,The Mob Rules,"



Close the city and tell the people that something's coming to call
Death and darkness are rushing forward to take a bite from the wall, oh

You've nothing to say
They're breaking away
If you listen to fools...
The Mob Rules
The Mob Rules

Kill the spirit and you'll be blinded, the end is always the same
Play with fire, you burn your fingers and lose your hold of the flame, oh

It's over, it's done
The end is begun
If you listen to fools...
The Mob Rules

You've nothing to say
Oh, They're breaking away
If you listen to fools...

Break the circle and stop the movement, the wheel is thrown to the ground
Just remember it might start rolling and take you right back around

You're all fools!
The Mob Rules!


",3.0
81,Country Girl,"



Fell in love with a country girl, morning sunshine
She was up from a nether world, just to bust another soul
Her eyes were an endless flame, holy lightning
Desire with a special name, made to snatch your soul away, yeah

We sailed away on a crimson tide, gone forever
Left my heart on the other side, all to break it into bits
Her smile was a winter song, a Sabbath ending
Don't sleep or you'll find me gone, just an image in the air

In dreams I think of you
I don't know what to do with myself
Time has let me down
She brings broken dreams, fallen stars,
the endless search for where you are
(sail on, sail on)

Fell in love with a country girl, morning sunshine
She was up from a nether world, just to bust another soul
Her eyes were an endless flame, unholy lady
Desire with a special name, made to snatch your soul away, oh!

Don't sail away on a crimson tide!
Don't leave your heart on the other side!
Her eyes are an endless flame
Desire with a special name
Don't ever fall in love!
Don't give your heart away!
No never, never fall in love with a country girl!


",4.0
82,Slipping Away,"



Slipping away, just a heartbeat from disaster
Nothing could make me stay, close your eyes and I'll be gone
Turn the page, yeah, time to start another story
Slipping away, slipping away, time to move along

No reason to stay
oh, when I'm slipping away

Take a look at yourself, you've been running in a circle
Round and round you go, you're a start without an end
Start a new life, yeah, from the city of the gypsies
Running away, slipping away, right behind the plow

Slipping away
Slipping away
Nobody to pay
look out, 'cause I'm slipping away

Rockin' the glass, I won't leave you my reflection
A future without a past, no more road to take me back
Come if you will, just don't question my direction
Running away, slipping away, we can find the sun

Slipping away
Slipping away
got nobody to pay
and you're slippin' away

No more running in a circle
it's time to move along
round, round, round we go
a start without an end
so I'm slipping away
Slipping away


",5.0
83,Falling Off The Edge Of The World,"



I think about closing the door
And lately I think of it more
I'm living well out of my time
I feel like i'm losing my mind

I should be at the table round
A servant of the crown
The keeper of the sign
To sparkle and to shine

Never, no never again!
Listen to me and believe what I say if you can
Never, this is the end
You know I've seen the faces of doom and I'm only a man
Help me, tell me I'm sane
I feel a change in the earth, in the wind and the rain
Save me, take me away
You know I've seen some creatures from hell and I've heard what they say!

I've got to be strong
Oh, I'm falling off the edge of the world
Think you're safe, but you're wrong!
We are falling off the edge of the world!

Look out! there's danger! no where to run!
It seems like desperate measures but sometimes it has to be done
Over, it's over at last
There's a message inside as we build a new life from the past

We're falling off the edge of the world!
Yes, the edge of the world!
It's the end of the world!


",6.0
84,Over And Over,"



Sometimes I feel like I'm dying at dawn
and sometimes I'm warm as fire
But lately I feel like I'm just gonna rain
and it goes over, and over, and over again, yeah

Too many flames, with too much to burn
and life's only made of paper
Oh, how I need to be free of this pain
but it goes over, and over, and over, and over again

Yeah, sometimes I cry for the lost and alone
and for their dreams that will all be ashes
But lately I feel like I'm just gonna rain
and it goes over, and over, and over, and over again

(Over)
(Over)


",7.0
85,Never Say Die,"



People going nowhere, taken for a ride
Looking for the answers that they know inside
Searching for a reason, looking for a rhyme
Snow White's mirror said ""partners in crime!""

Don't they ever have to worry?
Don't you ever wonder why?
It's a part of me that tells you
Oh, don't you ever, don't ever say die
Never, never, never say die again

Sunday's satisfaction, Monday's home and dry
Truth is on the doorstep, welcome in the lie
All dressed up in sorrow, got no place to go
Hold back, `till it's ready, taking it slow

Don't they ever have to worry?
Don't you ever wonder why?
It's a part of me that tells you
Oh, don't you ever, don't ever say die
Never, never, never say die again

Don't you ever say die
Don't you ever say die
Never say die

Panic, silver lining, writing's on the wall
Children get together, you can save us all
Future's on the corner, throwing us a die
Slow down, turn around, everything's fine

There's no need to have a reason
There's no need to wonder why
It's a part of me that tells you
Oh, don't you ever, don't ever say die
Never, never, never say die again


",0.0
86,Johnny Blade,"



Tortured and twisted, he walks the streets alone
People avoid him, they know the street's his own
Cold blade of silver, his eyes they burn so wild
Mean as a tiger, society's own child

Those that tried to burn him paid
You don't do that to Johnny Blade
He's the meanest guy around his town
One look and he will cut you down
Johnny Blade, Johnny Blade

Life has no meaning, and Death's his only friend
Will fate surprise him, where will he meet his end?
He feels so bitter, yes he's so full of hate
To die in the gutter, I guess that's Johnny's fate

Rivals all across the land
He kills them with his knife in hand
He's the meanest guy around his town
One look and he will cut you down
Johnny Blade, Johnny Blade
Johnny Blade, Johnny Blade

Well you know that Johnny's a spider
And his web is the city at night
He's a victim of modern frustration
That's the reason he's so ready to fight

He's the one that should be afraid
What will happen to you, Johnny Blade?

Oh he knows his future's decided
And he ain't gonna change it, no way
He was born to die in the gutter
He'll keep fighting `till the end of his days

Been alone all through his life
His only friend is a switchblade knife
He's the one who should be afraid
What will happen to you, Johnny Blade?

You fool the people
Who's fooling who?
It's time to listen
Who's fool are you?


",1.0
87,Junior's Eyes,"



Junior's eyes looked up to the skies in tears
He prayed that his maker, the giver and taker, would `pear
Junior sighed, as his hands reached out to the sky
Junior cried, the day that his best friend died
Yeah!

They're coming home again tomorrow
I'm sorry it won't be for long
With all the pain I've watched you live within
I'll try my hardest not to cry
When it is time to say goodbye

Junior's eyes, they couldn't disguise the pain
His father was leaving, and Junior's grieving again
Innocent eyes watched the man who had gave everything
Junior's sorrow, who knew what tomorrow would bring?
Yeah!

They're coming home again tomorrow
I'm sorry it won't be for long
With all the pain I've watched you live within
I'll try my hardest not to cry
When it is time to say goodbye

Junior's eyes looked into the skies once more
Now he knew well, this life was hell for sure
He desperately tried, his fingertips stretched to the stars, yeah
Reaching for reason, along with the time and the stars
Yeah!

They're coming home again tomorrow
I'm sorry it won't be for long
With all the pain I've watched you live within
I'll try my hardest not to cry
When it is time to say goodbye


",2.0
88,Hard Road,"



Old men crying, young men dying
World still turns as Father Time looks on
On and on
Children playing, dreamers praying
Laughter turns to tear as love has gone
Has it gone?

Oh, it's a hard road
Oh, it's a hard road

Whirlwind churning, lovers learning
On this path of life we can't back down
Is it wrong?
Widows weeping, babies sleeping
Life becomes the singer and the song
Sing along

Oh, it's a hard road
Carry your own load

Why make the hard road?
Why can't we be friends?
No need to hurry
We'll meet in the end

Why make the hard road?
Why can't we be friends?
No need to worry
Let's sing it again

Brother's sharing, mother's caring
Nightime falling victim to the dawn
Shadows small
Days are crawling, time is calling
To the Earth another life is gone
Love line drawn

Oh, it's a hard road
Carry your own load
Oh, it's a hard road
Oh, it's a hard road...

Forget all your sorrow, don't live in the past
And look to the future, `cause life goes too fast, you know
Forget all your sorrow, don't live in the past
And look to the future, `cause life goes too fast, you know
Forget all your sorrow, don't live in the past
And look to the future, `cause life goes too fast, you know...


",3.0
89,Shock Wave,"



There's no reason for you to run
You can't escape the fate of the chosen one
Black moon rising, in a blood red sky
This time you realise that you're gonna die

Drinking your blood brew is your answer
That's what you plan to do
No dreaming, time you cheat this master
You're on your own going through

Wind of mist has taken over your mind
And you think you're on your own
Don't believe you are the only one here
Look around, you're not alone

Feel the forces from another world
Ghostly shadows fill your mind
Evil power hanging over you
As you freeze, you're like a child
Look behind you!

Somebody's calling
Someone is near
Feel yourself falling
Falling with fear
You tell yourself you're dreaming
You realise you're screaming
You know that this shouldn't happen to you
You tell yourself that it's scary too
But there is nothing you can do, oh!

Ghostly shadows from the other world
Evil forces in your mind
Trapped between the worlds of life and death
Frozen in the realms of time
Look behind you!

You feel yourself falling, you're at the end of the line
Your body is crawling, but your senses are blind
Cold, cold feelings are running through your brains
Ice cold fingers, running through your veins


",4.0
90,Air Dance,"



She sits in silence, in her midnight world
Her faded pictures, of her dancing girls
Her, distant dreamer, on the seas of time
Her happy memories, dancing through her mind

In days of romance
She was the queen of dance
She'd dance the night away

And as the seasons turn the days to years
She holds her pictures, hears the silent cheers
The days grow lonely for the dancing queen
And now she dances only in her dreams

In days of romance
She was the queen of dance
She'd dance the night away, away, away, away


",5.0
91,Over To You,"



Born in a window
Nobody's fool
Raised in a prison
You called a school
Taught your religion
Told what to do
I handed my childhood
Over to you

Traveling endlessly, I'm searching my mind
I'm almost afraid of what I will find
Wandering aimlessly, oh what can I do?
I handed my future over to you, to you

Over to you
Future looks blue
What can I do?

Working for freedom
Fighting your wars
Feeding our children
Keeping your laws
Someday you'll suffer
Then what I'll do
I'll hand all your promises
Over to you

Standing inside myself, I'm losing control
You made me believe in the stories you told
Waiting impatiently, what else can I do?
I handed my future over to you, to you

Over to you
Future looks blue
What can I do?

Tears full of sadness
Sealed in my cell
Whispering secrets
What do they tell?
Mad politicians
Can't tell it true
I handed my children
Over to you

All over, over to you
All over, over to you
All over, over to you...


",6.0
92,Swinging The Chain,"



It's against my uniform
To be a civil judge
All the songs are history now
`Bout rock stars and their grudge
Let us cast our minds back
To thirty years or more
You took up all the vandals
Will Hitler beat `em all?

And we're sad and sorry
Really sorry that it happened that way
Yes we're sad and sorry
But why'd you have to treat us that way?

Compare ourselves with others
And cover them in sin
Oh, God what a terrible
A terrible state we're in
There must be some way out of here
A comprimise that's right
If we cannot work it out
We're gonna have to fight

Yes we're sad and sorry
Really sorry that it happened that way
Yes we're sad and sorry
We cannot go on in those days

I'm talking about my brothers
Yeah, I'm talking `bout sisters as well
I wish you good luck
Good luck!

Oh, but the world's still on fire
Chain the hope you take on, liar
This fire
We're on fire, we're on fire, yeah...


",7.0
93,Luke's Wall / War Pigs,"



Generals gathered in their masses
Just like witches at black masses
Evil minds that plot destruction
Sorcerers of death's construction
In the fields the bodies burning
As the war machine keeps turning
Death and hatred to mankind
Poisoning their brainwashed minds
Oh Lord yeah!

Politicians hide themselves away
They only started the war
Why should they go out to fight?
They leave that all to the poor, yeah

Time will tell on their power minds
Making war just for fun
Treating people just like pawns in chess
Wait till their judgment day comes, yeah!

Now in darkness world stops turning
Ashes where the bodies burning
No more war pigs have the power
Hand of God has struck the hour
Day of Judgment God is calling
On their knees the war pigs crawling
Begging mercies for their sins
Satan laughing spreads his wings
Oh Lord yeah


",0.0
94,Paranoid,"



Finished with my woman 'cause she couldn't help me with my mind
People think I'm insane because I am frowning all the time
All day long I think of things but nothing seems to satisfy
Think I'll lose my mind if I don't find something to pacify

Can you help me occupy my brain?
Oh yeah

I need someone to show me the things in life that I can't find
I can't see the things that make true happiness, I must be blind

Make a joke and I will sigh and you will laugh and I will cry
Happiness I cannot feel and love to me is so unreal

And so as you hear these words telling you now of my state
I tell you to enjoy life I wish I could but it's too late


",1.0
95,Planet Caravan,"



We sail through endless skies
Stars shine like eyes
The black night sighs
The Moon in silver dreams
Falls down in beams
Light of the night
The Earth a purple blaze
Of sapphire haze
In orbit always

While down below the trees
Bathed in cool breeze
Silver starlight breaks
Dawn from night
And so we pass on by
The crimson eye
Of great god Mars
As we travel the universe


",2.0
96,Iron Man,"



I am Iron Man

Has he lost his mind?
Can he see or is he blind?
Can he walk at all
Or if he moves will he fall?

Is he alive or dead?
Has he thoughts within his head?
We'll just pass him there
Why should we even care?

He was turned to steel
In the great magnetic field
When he traveled time
For the future of mankind

Nobody wants him
He just stares at the world
Planning his vengeance
That he will soon unfurl

Now the time is here
For Iron Man to spread fear
Vengeance from the grave
Kills the people he once saved

Nobody wants him
They just turn their heads
Nobody helps him
Now he has his revenge

Heavy boots of lead
Fill his victims full of dread
Running as fast as they can
Iron Man lives again!


",3.0
97,Electric Funeral,"



Reflex in the sky
Warn you you're gonna die
Storm coming, you better hide
From the atomic tide

Flashes in the sky
Turns houses into sties
Turns people into clay
Radiation minds decay

Robot minds of robot slaves
Lead them to atomic graves
Plastic flowers, melting sun
Fading moon falls upon

Dying world of radiation
Victims of man's frustration
Burning globe of obscene fire
Like electric funeral pyre

Buildings crashing down
To earth's cracking ground
Rivers turned to mud
Eyes melt into blood

Earth lies in deathbed
Clouds cry for the dead
Tearing falling rain
Ease the burning pain

Electric Funeral
Electric Funeral
Electric Funeral
Electric Funeral

And so in the sky
Shines the electric eye
Supernatural king
Takes Earth under his wing

Heaven's golden chorus sings
Hell's angels flap their wings
Evil souls fall to hell
Ever trapped in burning cell


",4.0
98,Hand Of Doom,"



What you gonna do
Time's caught up with you
Now you wait your turn
You know there's no return

Change your empty rules
You join the other fools
Turn to something new
Now it's killing you

First it was the bomb, Vietnam napalm
Disillusioning, you push the needle in
From life you escape, reality's black drape
Colors in your mind, satisfy your time

Oh you, you know you must be blind
To do such things like this
To take the sweet that you don't know
You're giving Death a kiss
Poor little fool now

Your Mind is full of pleasure
Your body's looking ill
To you it's shallow leisure
So drop the acid pill
Don't stop to think now

You're having a good time baby
But that won't last
Your mind's all full of things
You're living too fast
Go out, enjoy yourself
Don't bottle it in
You need someone to help you
Stick the needle in, yeah

Now you know the scene
Your skin starts turning green
Your eyes no longer see life's reality
Push the needle in
Face Death's sickly grin
Holes are in your skin
Caused by deadly pin

Head starts spinning 'round
You Fall down to the ground
Feel your body heave
Death hand starts to weave

It's too late to turn
You don't want to learn
Price of life is high
Now you're gonna die


",5.0
99,Fairies Wear Boots / Jack The Stripper,"



Goin' home, late last night
Suddenly I got a fright
Yeah I looked through a window and surprised what I saw
Fairy with Boots are dancing with a dwarf, alright now!

Fairies wear boots and you gotta believe me
Yeah I saw it, I saw it, I tell you no lie
Yeah Fairies wear boots and you gotta believe me
I saw it, I saw it with my own two eyes, well all right now!

Yeah, fairies wear boots and you gotta believe me
Yeah I saw it, I saw it, I tell you no lies
Yeah Fairies wear boots and you gotta believe me
I saw it, I saw it with my own two eyes, well all right now!

So I went to the doctor to see what he could give me
He said ""Son, son, you've gone too far
'Cause smokin' and trippin' is all that you do""

Yeah


",6.0
100,Sabbath Bloody Sabbath,"



You seen right through distorted lies
You know you have to learn
The execution of your mind
You really had to turn

The race is run the book is read
The end begins to show
The truth is out, the lies are old
But you don't want to know

Nobody will ever let you know
When you ask the reasons why
They just tell you that you're on your own
Fill your head all full of lies

The people who have crippled you
You want to see them burn
The gates of life have closed on you
And there's just no return

You're wishing that the hands of doom
Could take your mind away
And you don't care if you don't see again
The light of day

Nobody will ever let you know
When you ask the reasons why
They just tell you that you're on your own
Fill your head all full of lies
You bastard

Where can you run to
What more can you do
No more tomorrow
Life is killing you
Dreams turn to nightmares
Heaven turns to hell
Burned out confusion
Nothing more to tell

Everything around you
What's it coming to
God knows as your dognose
Bog blast all of you
Sabbath bloody sabbath
Nothing more to do
Living just for dying
Dying just for you


",0.0
101,A National Acrobat,"



I am the world that hides
The universal secret of all time
Destruction of the empty spaces
Is my one and only crime

I've lived a thousand times
I found out what it means to be believed
The thoughts and images
The unborn child that never was conceived

When little worlds collide
I'm trapped inside my embryonic cell
And flashing memories
Are cast into the never ending well

The name that scorns the face
The child that never sees the cause of man
The deathly darkness that
Belies the fate of those who never ran

You gotta believe me
I'm talking to you

Well, I know it's hard for you
To know the reason why
And I know you'll understand
More when it's time to die

Don't believe the life you have
Will be the only one
You have to let your body sleep
To let your soul live on

I want you to listen
I'm tryna get through

Love has given life to you
And now it's your concern
Unseen eyes of inner life
Will make your soul return

Still I look but not to touch
The seeds of life are sown
Curtain of the future falls
The secret stays unknown

Just remember love is life
And hate is living death
Treat your life for what it's worth
And live for every breath

Looking back I've lived and learned
But now I'm wondering
Here I wait and only guess
What this next life will bring


",1.0
102,Sabbra Cadabra,"



Feel so good I feel so fine
Love that little lady always on my mind
Gives me lovin' every night and day
Never gonna leave her, never goin' away

Someone to love me
You know she makes me feel alright
Someone who needs me
Love me every single night

Feel so happy since I met that girl
When we're making love it's something out of this world

Feels so good to know that she's all mine
Going to love that woman 'til the end of time

Someone to live for
Love me 'til the end of time
Makes me feel happy
Good to know that she's all mine

Lovely lady make love all night long
Lovely lady never do me wrong
I don't wanna leave ya
I never wanna leave ya,
anymore no more
Lovely lady, mystifying eyes
Lovely lady, she don't tell me no lies
I know I'll never leave ya
I'm never gonna leave ya anymore no more


",2.0
103,Killing Yourself To Live,"



Well people look and people stare
Well I don't think that I even care
You work your life away and what do they give?
You're only killing yourself to live
Killing yourself to live
Killing yourself to live

Just take a look around you what do you see
Pain, suffering, and misery
It's not the way that the world was meant
It's a pity you don't understand
Killing yourself to live
Killing yourself to live

I'm telling you
Believe in me
Nobody else will tell you
Open your eyes
And see the lies, oh yeah

You think I'm crazy and baby
I know that it's true
Before that you know it I think
That you'll go crazy too

I don't know if I'm up or down
Whether black is white or blue is brown
The colors of my life are all different somehow
Little boy blue's a big girl now

So you think it's me who's strange
But you've never had to make the change
Never give your trust away
You'll end up paying till your dying day


",3.0
104,Who Are You?,"



Yes I know the secret
That's within your mind
You think all the people
Who worship you are blind
You're just like Big Brother
Giving us your trust
And when you have played enough
You'll just cast our souls
Into the dust
Into the dust

You thought that it would be easy
from the very start
Now I've found you out
I don't think you're so smart
I only have one more question
Before my time is through
Please I beg you tell me
In the name of hell
Who are you?
Who are you?


",4.0
105,Looking For Today,"



It's complete but obsolete
All tomorrow's become yesterday
In demand but second hand
It's been heard before you even play

Up to date but came too late
Better get yourself another name
You're so right but overnight
You're the one who has to take the blame

Everyone just gets on top of you
The pain begins to eat your pride
You can't believe in anything you knew
When was the last time that you cried

Don't delay you're in today
But tomorrow is another dream
Sunday's star is Monday's scar
Out of date before you're even seen

At the top so quick to flop
You're so new but rotting in decay
Like butterfly so quick to die
But you're only looking for today

Everyone just gets on top of you
The pain begins to eat your pride
You can't believe in anything you knew
When was the last time that you cried
Looking for today

Glamour trip so soon to slip
Easy come but oh how quick it goes
Ten foot tall but what to fall
Hard to open yet so easy to close
Front page news but so abused
You just want to hide yourself away
Over-paid, but soon you fade
Because you're only looking for today
Looking for today


",5.0
106,Spiral Architect,"



Sorcerers of madness
Selling me their time
Child of god sitting in the sun
Giving peace of mind
Fictional seduction
On a black snow sky
Sadness kills the superman
Even fathers cry

Of all the things I value most of all
I look inside myself and see
My world and know that it is good
You know that I should

Superstitious century
Didn't time go slow
Separating sanity
Watching children grow
Synchronated undertaker
Spiral skies
Silver ships on plasmic oceans
In disquise

Of all the things I value most in life
I see my memories and feel their warmth
And know that they are good
You know that I should

Watching eyes of celluloid
Tell you how to live
Metaphoric motor-replay
Give, give, give!
Laughter kissing love
Is showing me the way
Spiral city architect
I build, you pay

Of all the things I value most of all
I look upon my earth and feel the warmth
And know that it is good


",6.0
107,Hole In The Sky,"



I'm looking through a hole in the sky
I'm seeing nowhere through the eyes of a lie
I'm getting closer to the end of the line
I'm living easy where the sun doesn't shine

I'm living in a room without any view
I'm living free because the rent's never due
The synonym of all the things that I've said
Are just the riddles that are built in my head

Hole in the sky
Gateway to heaven
Window in time
Through it I'll fly

I've seen the stars that disappear in the sun
But shooting's easy if you've got the right gun
And even though I'm sitting waiting for Mars
I don't believe there's any future in cars

Hole in the sky
Gateway to heaven
Window in time
Through it I'll fly

I've watched the dogs of war enjoying their feast
I've seen the western world go down in the east
The food of love became the greed of our time
And now we're living on the profits of crime


",0.0
108,Symptom Of The Universe,"



Take me through the centuries to supersonic years
Electrifying enemy is drowning in his tears
All I have to give you is a love that never dies
The symptom of the universe is written in your eyes

Yeah

Mother Moonâshe's calling me back to her silver womb
Father of creation takes me from my stolen tomb
Seventh Advent unicorn is waiting in the skies
A symptom of the universe, a love that never dies

Yeah

Take my hand, my child of love, come step inside my tears
Swim the magic ocean I've been crying all these years
With our love we'll ride away into eternal skies
A symptom of the universe, a love that never dies

Yeah

Woman, child of love's creation, come and step inside my dreams
In your eyes I see no sadness, you are all that loving means
Take my hand and we'll go riding through the sunshine from above
We'll find happiness together in the summer skies of love


",1.0
